sample_old	sample_id
TCGA-AR-A24X-01A-11R-A169-07	TCGA-AR-A24X
TCGA-BH-A201-01A-11R-A14M-07	TCGA-BH-A201
TCGA-E9-A1N8-01A-11R-A144-07	TCGA-E9-A1N8
TCGA-C8-A26V-01A-11R-A16F-07	TCGA-C8-A26V
TCGA-B6-A1KF-01A-11R-A13Q-07	TCGA-B6-A1KF
TCGA-BH-A1FJ-01A-11R-A13Q-07	TCGA-BH-A1FJ
TCGA-EW-A1P6-01A-11R-A144-07	TCGA-EW-A1P6
TCGA-AC-A5EH-01A-11R-A28M-07	TCGA-AC-A5EH
TCGA-A2-A0SU-01A-11R-A084-07	TCGA-A2-A0SU
TCGA-E9-A1NI-01A-11R-A14D-07	TCGA-E9-A1NI
TCGA-E9-A1RF-01A-11R-A157-07	TCGA-E9-A1RF
TCGA-A2-A25F-01A-11R-A169-07	TCGA-A2-A25F
TCGA-AC-A23G-01A-11R-A213-07	TCGA-AC-A23G
TCGA-OL-A5D7-01A-11R-A27Q-07	TCGA-OL-A5D7
