initial_alias	converted_alias	name
ENSG00000207972	hsa-mir-638	MIR638
ENSG00000265879	hsa-mir-4748	MIR4748
ENSG00000207752	hsa-mir-199a-1	MIR199A1
ENSG00000275640	hsa-mir-6793	MIR6793
ENSG00000284553	hsa-mir-6886	MIR6886
ENSG00000274713	hsa-mir-7974	MIR7974
ENSG00000263800	hsa-mir-5684	MIR5684
ENSG00000276181	hsa-mir-6794	MIR6794
ENSG00000266721	hsa-mir-5695	MIR5695
ENSG00000274417	hsa-mir-6515	MIR6515
ENSG00000284387	hsa-mir-24-2	MIR24-2
ENSG00000207808	hsa-mir-27a	MIR27A
ENSG00000207980	hsa-mir-23a	MIR23A
ENSG00000207613	hsa-mir-181c	MIR181C
ENSG00000207585	hsa-mir-181d	MIR181D
ENSG00000284081	hsa-mir-1199	MIR1199
ENSG00000283822	hsa-mir-639	MIR639
ENSG00000275711	hsa-mir-6795	MIR6795
ENSG00000269782	hsa-mir-1470	MIR1470
ENSG00000267959	hsa-mir-3188	MIR3188
ENSG00000264175	hsa-mir-3189	MIR3189
ENSG00000207821	hsa-mir-640	MIR640
ENSG00000238517	hsa-mir-1270	MIR1270
ENSG00000284065	hsa-mir-6887	MIR6887
ENSG00000284034	hsa-mir-5196	MIR5196
ENSG00000266559	hsa-mir-4530	MIR4530
ENSG00000277759	hsa-mir-6719	MIR6719
ENSG00000207631	hsa-mir-641	MIR641
ENSG00000275652	hsa-mir-6796	MIR6796
ENSG00000276926	hsa-mir-6797	MIR6797
ENSG00000266226	hsa-mir-4323	MIR4323
ENSG00000277533	hsa-mir-8077	MIR8077
ENSG00000283673	hsa-mir-4531	MIR4531
ENSG00000284258	hsa-mir-8085	MIR8085
ENSG00000275726	hsa-mir-6088	MIR6088
ENSG00000284544	hsa-mir-330	MIR330
ENSG00000207773	hsa-mir-642a	MIR642A
ENSG00000283212	hsa-mir-642b	MIR642B
ENSG00000211580	hsa-mir-769	MIR769
ENSG00000265134	hsa-mir-3190	MIR3190
ENSG00000284411	hsa-mir-3191	MIR3191
ENSG00000273898	hsa-mir-6798	MIR6798
ENSG00000265407	hsa-mir-4324	MIR4324
ENSG00000207782	hsa-mir-150	MIR150
ENSG00000274306	hsa-mir-5088	MIR5088
ENSG00000276270	hsa-mir-6799	MIR6799
ENSG00000284114	hsa-mir-6800	MIR6800
ENSG00000265954	hsa-mir-4749	MIR4749
ENSG00000284394	hsa-mir-4750	MIR4750
ENSG00000283842	hsa-mir-4751	MIR4751
ENSG00000278617	hsa-mir-8074	MIR8074
ENSG00000207550	hsa-mir-99b	MIR99B
ENSG00000198972	hsa-let-7e	MIRLET7E
ENSG00000208008	hsa-mir-125a	MIR125A
ENSG00000274380	hsa-mir-6801	MIR6801
ENSG00000208002	hsa-mir-643	MIR643
ENSG00000207645	hsa-mir-512-1	MIR512-1
ENSG00000207644	hsa-mir-512-2	MIR512-2
ENSG00000221017	hsa-mir-1323	MIR1323
ENSG00000207869	hsa-mir-498	MIR498
ENSG00000207599	hsa-mir-520e	MIR520E
ENSG00000207616	hsa-mir-515-1	MIR515-1
ENSG00000207810	hsa-mir-519e	MIR519E
ENSG00000283540	hsa-mir-520f	MIR520F
ENSG00000207615	hsa-mir-515-2	MIR515-2
ENSG00000207788	hsa-mir-519c	MIR519C
ENSG00000221421	hsa-mir-1283-1	MIR1283-1
ENSG00000207594	hsa-mir-520a	MIR520A
ENSG00000207580	hsa-mir-526b	MIR526B
ENSG00000207825	hsa-mir-519b	MIR519B
ENSG00000207711	hsa-mir-525	MIR525
ENSG00000283455	hsa-mir-523	MIR523
ENSG00000207706	hsa-mir-518f	MIR518F
ENSG00000207722	hsa-mir-520b	MIR520B
ENSG00000207862	hsa-mir-518b	MIR518B
ENSG00000207629	hsa-mir-526a-1	MIR526A1
ENSG00000207738	hsa-mir-520c	MIR520C
ENSG00000283490	hsa-mir-518c	MIR518C
ENSG00000283289	hsa-mir-524	MIR524
ENSG00000207734	hsa-mir-517a	MIR517A
ENSG00000207981	hsa-mir-519d	MIR519D
ENSG00000207549	hsa-mir-521-2	MIR521-2
ENSG00000207735	hsa-mir-520d	MIR520D
ENSG00000207837	hsa-mir-517b	MIR517B
ENSG00000207799	hsa-mir-520g	MIR520G
ENSG00000207925	hsa-mir-516b-2	MIR516B2
ENSG00000211532	hsa-mir-526a-2	MIR526A2
ENSG00000207987	hsa-mir-518e	MIR518E
ENSG00000207803	hsa-mir-518a-1	MIR518A1
ENSG00000283330	hsa-mir-518d	MIR518D
ENSG00000207946	hsa-mir-516b-1	MIR516B1
ENSG00000207699	hsa-mir-518a-2	MIR518A2
ENSG00000207838	hsa-mir-517c	MIR517C
ENSG00000207861	hsa-mir-520h	MIR520H
ENSG00000207634	hsa-mir-521-1	MIR521-1
ENSG00000283685	hsa-mir-522	MIR522
ENSG00000207992	hsa-mir-519a-1	MIR519A1
ENSG00000207979	hsa-mir-527	MIR527
ENSG00000207767	hsa-mir-516a-1	MIR516A1
ENSG00000221548	hsa-mir-1283-2	MIR1283-2
ENSG00000207620	hsa-mir-516a-2	MIR516A2
ENSG00000284362	hsa-mir-519a-2	MIR519A2
ENSG00000199031	hsa-mir-371a	MIR371A
ENSG00000284568	hsa-mir-371b	MIR371B
ENSG00000199095	hsa-mir-372	MIR372
ENSG00000199143	hsa-mir-373	MIR373
ENSG00000284583	hsa-mir-935	MIR935
ENSG00000264703	hsa-mir-4752	MIR4752
ENSG00000277636	hsa-mir-8061	MIR8061
ENSG00000275863	hsa-mir-7975	MIR7975
ENSG00000275519	hsa-mir-6804	MIR6804
ENSG00000278328	hsa-mir-6802	MIR6802
ENSG00000278264	hsa-mir-6803	MIR6803
ENSG00000284029	hsa-mir-6805	MIR6805
ENSG00000277588	hsa-mir-6806	MIR6806
ENSG00000266640	hsa-mir-4754	MIR4754
ENSG00000275924	hsa-mir-6807	MIR6807
ENSG00000264757	hsa-mir-3198-1	MIR3198-1
ENSG00000207780	hsa-mir-648	MIR648
ENSG00000284031	hsa-mir-4761	MIR4761
ENSG00000208023	hsa-mir-185	MIR185
ENSG00000284140	hsa-mir-3618	MIR3618
ENSG00000284464	hsa-mir-1306	MIR1306
ENSG00000278278	hsa-mir-6816	MIR6816
ENSG00000221039	hsa-mir-1286	MIR1286
ENSG00000207575	hsa-mir-649	MIR649
ENSG00000212102	hsa-mir-301b	MIR301B
ENSG00000283871	hsa-mir-130b	MIR130B
ENSG00000284049	hsa-mir-650	MIR650
ENSG00000264824	hsa-mir-5571	MIR5571
ENSG00000277872	hsa-mir-6817	MIR6817
ENSG00000221760	hsa-mir-548j	MIR548J
ENSG00000264073	hsa-mir-3199-1	MIR3199-1
ENSG00000283225	hsa-mir-3199-2	MIR3199-2
ENSG00000276162	hsa-mir-5739	MIR5739
ENSG00000275818	hsa-mir-6818	MIR6818
ENSG00000264661	hsa-mir-3200	MIR3200
ENSG00000264141	hsa-mir-3928	MIR3928
ENSG00000284082	hsa-mir-7109	MIR7109
ENSG00000266012	hsa-mir-4764	MIR4764
ENSG00000266320	hsa-mir-3909	MIR3909
ENSG00000274280	hsa-mir-6069	MIR6069
ENSG00000278420	hsa-mir-6819	MIR6819
ENSG00000284197	hsa-mir-658	MIR658
ENSG00000207696	hsa-mir-659	MIR659
ENSG00000284289	hsa-mir-6820	MIR6820
ENSG00000284266	hsa-mir-4534	MIR4534
ENSG00000266594	hsa-mir-4766	MIR4766
ENSG00000284015	hsa-mir-1281	MIR1281
ENSG00000274552	hsa-mir-6889	MIR6889
ENSG00000207932	hsa-mir-33a	MIR33A
ENSG00000283829	hsa-mir-378i	MIR378I
ENSG00000221598	hsa-mir-1249	MIR1249
ENSG00000264160	hsa-mir-4762	MIR4762
ENSG00000266533	hsa-mir-3619	MIR3619
ENSG00000283990	hsa-let-7a-3	MIRLET7A3
ENSG00000284175	hsa-mir-4763	MIR4763
ENSG00000284520	hsa-let-7b	MIRLET7B
ENSG00000266508	hsa-mir-3201	MIR3201
ENSG00000266887	hsa-mir-4535	MIR4535
ENSG00000264139	hsa-mir-3667	MIR3667
ENSG00000276753	hsa-mir-6821	MIR6821
ENSG00000284550	hsa-mir-8069-1	MIR8069-1
ENSG00000275950	hsa-mir-6724-1	MIR6724-1
ENSG00000275708	hsa-mir-3648-1	MIR3648-1
ENSG00000274060	hsa-mir-6724-2	MIR6724-2
ENSG00000277379	hsa-mir-6724-3	MIR6724-3
ENSG00000275692	hsa-mir-6724-4	MIR6724-4
ENSG00000264462	hsa-mir-3648-2	MIR3648-2
ENSG00000266211	hsa-mir-3156-3	MIR3156-3
ENSG00000266299	hsa-mir-3118-1	MIR3118-1
ENSG00000278618	hsa-mir-8069-2	MIR8069-2
ENSG00000207638	hsa-mir-99a	MIR99A
ENSG00000199030	hsa-let-7c	MIRLET7C
ENSG00000207863	hsa-mir-125b-2	MIR125B2
ENSG00000265841	hsa-mir-548x	MIR548X
ENSG00000275469	hsa-mir-6130	MIR6130
ENSG00000283904	hsa-mir-155	MIR155
ENSG00000266133	hsa-mir-4759	MIR4759
ENSG00000265007	hsa-mir-4327	MIR4327
ENSG00000284448	hsa-mir-6501	MIR6501
ENSG00000211590	hsa-mir-802	MIR802
ENSG00000275523	hsa-mir-6508	MIR6508
ENSG00000263973	hsa-mir-4760	MIR4760
ENSG00000263681	hsa-mir-3197	MIR3197
ENSG00000275166	hsa-mir-6814	MIR6814
ENSG00000264580	hsa-mir-5692b	MIR5692B
ENSG00000278433	hsa-mir-6070	MIR6070
ENSG00000275167	hsa-mir-6815	MIR6815
ENSG00000264341	hsa-mir-4417	MIR4417
ENSG00000264881		MIR1273D
ENSG00000266802	hsa-mir-4419a	MIR4419A
ENSG00000264834	hsa-mir-1273f	MIR1273F
ENSG00000266188	hsa-mir-5095	MIR5095
ENSG00000265815	hsa-mir-1273g	MIR1273G
ENSG00000211543	hsa-mir-320b-1	MIR320B1
ENSG00000221406	hsa-mir-320b-2	MIR320B2
ENSG00000265028	hsa-mir-4792	MIR4792
ENSG00000207922		MIR566
ENSG00000277723	hsa-mir-6827	MIR6827
ENSG00000284561	hsa-mir-4788	MIR4788
ENSG00000266270	hsa-mir-5096	MIR5096
ENSG00000265421	hsa-mir-4459	MIR4459
ENSG00000284078	hsa-mir-3607	hsa-mir-3607
ENSG00000263963	hsa-mir-4461	MIR4461
ENSG00000275110	hsa-mir-6087	MIR6087
ENSG00000221081	hsa-mir-320d-2	MIR320D2
ENSG00000208037	hsa-mir-320a	MIR320A
ENSG00000221753	hsa-mir-1273a	MIR1273A
ENSG00000280773	hsa-mir-7641-1	MIR7641-1
ENSG00000283704	hsa-mir-3656	MIR3656
ENSG00000264574	hsa-mir-1254-2	MIR1254-2
ENSG00000221184	hsa-mir-1254-1	MIR1254-1
ENSG00000265061	hsa-mir-4419b	MIR4419B
ENSG00000211491	hsa-mir-320d-1	MIR320D1
ENSG00000280494	hsa-mir-7641-2	MIR7641-2
ENSG00000265031	hsa-mir-1273e	MIR1273E
ENSG00000221493	hsa-mir-320c-1	MIR320C1
ENSG00000212051	hsa-mir-320c-2	MIR320C2
ENSG00000263453	hsa-mir-4532	MIR4532
ENSG00000211513	hsa-mir-320e	MIR320E
ENSG00000280968	hsa-mir-3653	MIR3653
ENSG00000277437	hsa-mir-3687-1	MIR3687-1
ENSG00000264063	hsa-mir-3687-2	MIR3687-2
ENSG00000237973	hsa-mir-6723	MI0022558
